rally_num,serving_team,rotation,serve_type,result,score_team_a,score_team_b,match,set
1,ITA,R1,JUMP,loss,0,1,FRA_vs_ITA,4
2,FRA,R2,JUMP,loss,1,1,FRA_vs_ITA,4
3,ITA,R2,FLOAT,loss,1,2,FRA_vs_ITA,4
4,FRA,R3,FLOAT,loss,2,2,FRA_vs_ITA,4
5,ITA,R3,JUMP,loss,2,3,FRA_vs_ITA,4
6,FRA,R4,JUMP,loss,3,3,FRA_vs_ITA,4
7,ITA,R4,JUMP,loss,3,4,FRA_vs_ITA,4
8,FRA,R5,JUMP,loss,4,4,FRA_vs_ITA,4
9,FRA,R5,JUMP,win,5,4,FRA_vs_ITA,4
10,ITA,R5,FLOAT,loss,5,5,FRA_vs_ITA,4
11,ITA,R6,JUMP,win,5,6,FRA_vs_ITA,4
12,FRA,R6,FLOAT,loss,6,6,FRA_vs_ITA,4
13,ITA,R6,FLOAT,loss,6,7,FRA_vs_ITA,4
14,ITA,R1,JUMP,win,6,8,FRA_vs_ITA,4
15,ITA,R1,JUMP,win,6,9,FRA_vs_ITA,4
16,FRA,R1,JUMP,loss,7,9,FRA_vs_ITA,4
17,ITA,R1,JUMP,loss,7,10,FRA_vs_ITA,4
18,ITA,R2,JUMP,win,7,11,FRA_vs_ITA,4
19,ITA,R2,JUMP,win,7,12,FRA_vs_ITA,4
20,FRA,R2,JUMP,loss,8,12,FRA_vs_ITA,4
21,FRA,R2,JUMP,win,9,12,FRA_vs_ITA,4
22,ITA,R2,FLOAT,loss,9,13,FRA_vs_ITA,4
23,FRA,R3,FLOAT,loss,10,13,FRA_vs_ITA,4
24,ITA,R3,HYBRID,loss,10,14,FRA_vs_ITA,4
25,FRA,R4,JUMP,loss,11,14,FRA_vs_ITA,4
26,ITA,R4,JUMP,loss,11,15,FRA_vs_ITA,4
